Robert Clabough: CS311 LZ Homework part 2
Total time: 834512
57,52
59,61
69,67
77,69
74,60
64,52
59,56
58,62
60,56
61,56
58,60
65,64
79,71
63,54
58,60
60,59
59,56
63,55
58,66
75,84
107,119
112,96
75,65
60,57
78,57
64,60
62,58
61,73
75,77
85,65
65,58
63,59
67,83
63,58
62,68
71,70
84,82
88,63
63,68
63,66
70,58
64,58
84,72
74,74
71,67
75,64
63,63
67,63
68,62
75,65
76,74
86,69
67,70
74,62
67,74
97,62
71,68
82,74
81,98
103,104
137,62
70,62
78,72
79,79
76,66
69,67
71,64
83,79
76,69
81,73
90,73
78,68
70,83
69,66
75,76
84,80
82,77
84,74
72,69
72,68
83,68
73,65
87,92
82,83
75,66
73,71
73,69
79,72
73,68
92,93
105,70
75,71
75,69
96,111
107,99
88,87
102,92
75,79
75,73
78,71
74,76
101,91
93,78
88,82
76,72
81,71
78,83
93,87
93,75
79,72
88,82
78,74
100,88
99,94
90,80
78,76
78,81
99,75
82,86
85,83
95,82
82,76
79,75
86,94
90,97
132,117
115,88
81,76
83,79
82,96
108,90
94,80
83,77
84,78
85,108
84,96
121,93
94,78
86,96
85,84
84,85
101,89
116,100
88,80
95,99
88,80
87,89
101,97
113,99
87,80
94,83
87,86
102,88
112,114
188,123
118,82
91,104
101,96
97,90
89,100
102,98
92,95
107,104
96,88
89,85
102,112
95,93
95,99
101,92
91,86
94,86
103,105
111,99
100,88
102,88
94,87
98,97
121,120
105,88
123,89
94,97
141,122
162,115
101,89
95,91
95,93
99,100
117,113
123,89
112,98
96,92
124,115
106,98
108,101
96,94
101,91
109,99
110,93
98,92
116,95
123,110
111,110
107,97
101,93
110,110
104,118
134,147
137,112
99,94
122,118
117,107
106,95
112,94
102,102
139,132
116,113
103,117
101,99
102,99
128,140
112,95
104,97
115,99
114,118
121,129
115,97
105,101
106,102
124,113
118,140
136,124
128,111
125,123
123,103
108,119
110,101
145,117
123,112
109,101
123,120
114,116
130,118
116,103
108,107
121,119
119,118
121,104
110,105
121,126
142,132
120,109
111,108
121,113
144,204
143,105
112,106
116,106
125,126
138,135
113,119
114,107
114,129
125,117
137,112
119,108
134,119
138,111
139,128
129,109
118,112
120,111
117,116
116,131
125,121
124,117
142,134
126,116
149,113
123,122
119,113
119,111
120,128
139,116
120,118
118,114
120,113
135,143
122,117
123,118
123,117
126,118
152,118
121,118
121,146
134,135
142,135
138,141
138,117
125,127
135,130
139,118
136,117
131,121
123,117
140,125
125,120
130,120
126,120
128,150
135,130
141,124
128,122
128,139
170,124
131,132
134,123
129,135
239,136
139,123
131,123
142,124
142,138
128,125
132,123
143,133
162,145
160,127
133,137
143,129
143,150
136,125
160,139
133,124
136,161
158,137
137,137
158,147
137,142
140,136
136,129
134,130
142,148
151,134
141,172
139,129
139,154
145,131
139,132
141,150
149,147
152,141
138,133
147,148
147,146
142,168
168,132
151,134
150,150
143,138
140,139
142,136
152,137
143,138
148,140
141,141
156,137
144,147
153,136
143,149
150,140
157,149
145,139
147,184
175,154
145,149
146,148
153,156
145,168
144,140
148,153
164,143
156,146
149,142
158,155
156,143
149,142
157,160
155,156
157,143
150,153
180,198
159,143
152,155
155,150
165,148
155,146
174,149
151,162
155,149
163,163
159,158
194,174
164,163
174,161
199,188
177,164
165,199
203,182
178,156
164,149
155,157
169,157
157,158
170,153
172,164
157,153
166,151
172,171
166,165
201,189
173,157
169,155
160,180
188,171
194,158
162,158
163,162
166,168
169,168
163,163
160,160
171,164
166,160
185,155
171,160
171,178
165,158
175,176
177,188
179,162
165,173
170,174
166,165
167,171
180,173
172,171
167,169
179,191
169,166
168,207
191,180
174,168
172,164
184,203
197,166
177,168
184,183
171,181
175,166
176,188
174,216
175,200
188,173
175,164
175,185
200,187
176,169
176,167
201,234
204,198
175,191
181,181
178,180
176,172
190,175
182,167
215,173
186,187
187,169
182,185
191,180
183,176
189,171
234,221
188,184
184,176
200,184
181,178
182,177
184,188
186,184
216,178
198,180
186,187
187,177
196,191
196,195
213,207
199,189
200,175
188,188
199,183
189,229
191,188
199,199
195,195
196,260
220,211
200,185
206,195
199,224
220,190
205,188
209,204
188,197
195,214
210,180
195,196
194,189
192,187
225,206
212,215
197,191
210,208
221,190
193,199
216,201
196,188
214,194
196,186
197,190
200,205
197,190
209,191
215,200
211,193
207,200
250,203
202,190
210,196
203,196
207,193
213,202
209,222
201,200
217,197
216,198
211,208
201,203
207,200
279,209
211,198
216,200
218,219
201,202
211,206
213,195
234,202
229,212
207,210
209,210
223,253
226,243
232,199
220,198
207,216
218,201
229,209
230,207
211,232
217,245
214,200
210,204
219,211
221,231
237,222
228,204
224,218
221,215
214,212
216,216
226,215
239,221
251,217
218,206
250,216
225,244
235,205
223,239
219,215
216,216
230,218
233,211
250,225
257,235
239,245
230,220
235,247
275,252
242,222
254,239
235,241
242,253
228,234
239,226
273,242
241,231
259,230
246,225
273,286
235,232
247,250
252,229
254,242
262,239
247,253
283,240
245,248
245,249
234,235
289,246
257,244
250,238
274,244
250,233
250,250
258,245
260,255
252,244
255,250
261,267
264,252
263,229
230,229
245,242
252,242
237,266
253,238
247,248
254,226
259,258
321,278
270,234
250,237
248,248
244,250
250,244
263,259
243,229
240,232
255,269
239,276
332,250
249,244
244,254
257,262
239,294
242,256
250,258
252,266
240,243
261,240
257,277
266,241
257,238
245,263
255,236
264,276
271,246
270,244
259,236
257,242
265,262
275,250
288,237
250,241
258,257
250,247
262,263
250,243
249,259
272,255
249,243
325,260
261,245
268,242
251,256
273,250
282,255
267,258
249,251
267,267
266,261
276,333
281,257
253,265
259,248
260,289
293,262
265,251
297,307
272,266
283,248
286,275
280,258
301,252
277,289
264,271
303,276
265,275
276,275
268,265
283,269
294,273
283,254
275,254
279,255
275,263
290,281
262,263
299,310
267,270
275,312
272,263
285,263
296,271
276,276
276,260
326,288
270,306
278,271
283,264
390,260
271,257
288,260
272,264
320,267
273,287
290,273
278,268
287,274
288,310
307,269
274,267
294,275
279,283
296,272
279,266
287,270
283,272
296,275
322,274
293,269
283,270
287,279
288,275
303,301
284,295
292,272
281,289
315,299
291,287
297,287
314,310
293,292
307,287
281,277
332,290
286,272
344,297
286,280
299,281
288,327
312,278
291,293
293,296
300,294
288,280
312,363
293,290
311,290
306,294
341,307
292,284
309,313
292,288
315,282
340,300
296,287
314,339
318,284
343,333
309,284
320,320
331,286
311,322
301,299
316,286
316,376
306,308
300,307
296,291
300,308
311,289
390,311
306,291
338,346
392,351
355,347
387,343
331,312
330,314
352,314
304,328
311,344
353,313
344,308
307,293
327,317
338,316
347,311
350,323
319,303
356,299
309,313
333,309
310,320
310,299
314,367
317,309
327,309
316,325
317,301
318,316
313,312
321,311
326,316
394,306
314,328
331,323
316,319
314,332
351,315
349,310
338,334
365,329
321,306
340,334
318,328
349,328
320,320
328,310
328,327
360,334
341,343
343,351
321,314
346,319
333,320
337,313
326,330
357,326
339,314
362,333
341,331
349,345
341,347
344,320
330,378
371,313
354,331
344,352
343,317
339,336
329,327
358,325
368,418
369,345
348,352
335,337
337,325
331,332
338,321
369,339
341,377
347,334
341,385
357,389
356,323
359,345
334,332
385,327
389,349
382,348
369,334
346,328
354,355
336,346
365,336
357,362
351,341
355,359
382,369
350,352
347,337
349,347
359,358
397,335
348,379
368,344
355,342
352,364
376,385
359,342
345,425
357,347
384,358
355,357
352,369
364,357
355,364
355,401
393,355
373,371
350,340
366,357
350,379
368,348
359,345
394,393
367,352
415,343
357,358
369,360
371,379
354,363
417,377
405,371
359,363
362,356
371,357
367,356
377,354
376,413
362,370
386,370
369,365
388,374
372,361
378,356
368,434
425,373
383,369
380,391
377,360
403,361
381,365
385,400
428,377
372,393
377,475
409,394
386,369
381,396
418,422
439,429
461,401
463,585
432,549
455,411
493,544
500,406
414,439
439,432
462,398
479,424
483,539
503,457
441,470
473,448
422,392
511,407
477,431
389,399
402,384
406,409
394,402
380,379
392,400
435,383
389,395
393,379
410,429
426,405
401,377
420,516
475,395
475,448
416,430
418,384
462,398
426,516
561,511
455,480
455,476
472,482
511,532
684,509
531,441
425,404
395,385
409,377
423,397
445,489
434,433
407,397
512,433
453,511
491,574
553,495
519,468
440,396
421,394
462,448
441,493
507,444
425,400
442,484
434,533
490,530
525,541
493,450
437,455
449,423
438,422
417,465
451,433
485,491
451,439
451,445
476,456
545,467
457,533
487,431
495,519
562,463
451,445
424,425
449,480
467,433
454,412
427,456
451,434
490,428
663,527
450,485
581,519
522,510
609,522
666,615
573,508
534,566
584,610
474,471
553,537
463,436
508,597
579,554
523,460
477,487
457,436
460,451
443,445
446,461
447,431
495,537
635,581
603,580
571,553
557,513
828,643
561,524
519,508
480,480
439,471
431,481
488,437
442,429
463,507
491,453
470,495
495,629
495,532
494,548
594,518
509,451
456,452
486,450
503,446
452,466
472,440
546,444
454,501
489,445
473,446
476,472
445,440
442,441
482,471
460,437
447,435
514,454
457,449
444,449
519,438
447,436
472,464
464,457
449,487
454,472
606,465
514,479
554,567
471,479
532,454
515,543
593,561
534,585
555,538
525,534
594,508
547,543
572,523
513,524
503,507
680,503
587,545
738,480
557,489
481,509
569,516
574,487
603,528
509,510
556,512
646,531
543,607
685,521
568,562
564,594
652,508
550,614
559,544
568,547
573,631
584,487
506,660
541,584
516,503
532,583
530,547
580,544
523,526
517,540
545,574
496,484
584,560
557,492
556,583
554,611
552,526
646,549
550,562
543,543
651,532
506,572
592,542
590,532
523,525
583,491
552,578
564,524
562,562
504,538
568,493
489,506
510,475
498,511
525,527
624,506
611,587
496,472
515,497
498,522
522,502
578,721
692,553
536,505
530,495
567,507
533,599
582,517
544,513
544,611
510,512
499,512
511,493
499,492
558,572
614,496
540,515
575,574
528,526
505,498
591,529
565,614
531,512
503,518
623,796
705,729
619,615
542,551
531,503
565,513
548,558
550,498
506,496
512,506
568,489
512,504
526,492
507,496
545,502
550,542
536,511
530,535
602,560
595,536
786,567
559,553
535,543
553,564
551,558
642,609
530,608
587,574
530,576
543,580
541,666
570,578
546,532
598,571
610,518
537,548
536,599
608,565
545,553
637,704
635,555
543,602
552,598
673,643
600,567
575,556
572,548
555,530
623,525
573,554
567,656
673,602
749,793
750,646
718,700
896,727
774,716
774,621
664,661
765,762
727,665
660,662
685,603
659,620
642,659
671,626
596,596
640,621
660,610
650,626
637,633
661,575
594,547
583,540
548,533
545,555
595,574
564,676
563,537
552,584
582,564
596,666
955,683
610,660
614,577
584,590
578,697
612,576
625,727
905,751
661,747
571,577
579,621
646,654
630,808
620,586
666,613
832,588
670,782
828,730
681,567
588,609
646,568
709,629
632,655
658,553
586,534
600,618
615,552
566,559
614,560
562,556
681,562
570,556
570,564
604,548
561,691
572,564
630,552
627,550
569,555
666,566
577,558
567,565
565,557
572,595
661,554
581,549
594,567
575,578
580,653
591,562
593,577
577,575
586,556
650,577
